"class","displ","trans","cyl","trans.dscr","cty","hwy","fl","model","eng.dscr","eng.dscr.1","year","manufacturer","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","T","G","drv","vpc","bidx","x5c","S","eng.dscr.2"
"2",NA,NA,"4","A",24.5,30.7,"Unleaded Gasoline","ARROW",NA,NA,1978,"PLYMOUTH",NA,NA,NA,NA,"73","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",17.995,25.3721,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",11.6,15.2,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",15.3914,21.6927,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",14.6,22.3,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",14,18.9,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","M",17.8,27.9,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",19.9362,27.1347,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",10.3841,17.1292,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","M",14.6973,25.2063,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","M",19.5675,28.1372,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",13.5,22,"Unleaded Gasoline","VOLARE",NA,NA,1978,"PLYMOUTH","87","15","98","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",16.5952,21.5603,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","M",14.6973,25.2063,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",13.5,22,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","M",17.5,25,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",14,18.9,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","M",16.9,24.8964,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",15.3914,21.6927,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",14.3919,21.7922,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",11.6,15.2,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"99","39",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",13.0498,20.7499,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",9.5185,14.4788,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",10.3836,16.7808,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",12.6182,20.2281,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",16.5775,21.5812,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",13.8956,20.7222,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",14.3919,21.7922,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",8.3,11.2,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","M",17.5,25,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",11.5,18.6,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",17.4,23.9,"Unleaded Gasoline","FURY",NA,NA,1978,"PLYMOUTH","95","15","101","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",12.7965,19.698,"Unleaded Gasoline","FURY WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"104","50",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",11.498,18.3902,"Unleaded Gasoline","FURY WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"104","50",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",11.5446,18.5349,"Unleaded Gasoline","FURY WAGON",NA,NA,1978,"PLYMOUTH",NA,NA,"104","50",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",20.9,26,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",22.4,33.4,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",26.3,35.4,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",29.2,39.6,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",26.7,34.7,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",25.4,31.7,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",23.5,34.8,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",21.9,28.2,"Unleaded Gasoline","SAPPORO",NA,NA,1978,"PLYMOUTH","77","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",22.7,31.2,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)",NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","M",15.5202,22.1287,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24.0016,34.2773,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",18.8202,27.3499,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",15.8752,22.5621,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","M",15.9498,27.2345,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","M",15.56,27.9074,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",20.7,31.3,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)",NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",14.3537,20.6926,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",23.0527,30.8672,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",17.2,24.7,"Unleaded Gasoline","SUNBIRD",NA,NA,1978,"PONTIAC","78","7",NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",22.7,31.2,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(3WAY CAT)",NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","A",18.2538,25.5296,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","M",15.4,24.2,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",20.7,31.3,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(3WAY CAT)",NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","A",15.8144,22.5045,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","M",16.8,29.2,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",23.0527,30.8672,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",24.0016,34.2773,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1978,"PONTIAC","83","25",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","M",14.6,21,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",15.0459,20.7243,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",12.7514,17.7838,"Unleaded Gasoline","PHOENIX","(GM-CHEV)",NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",13.1988,18.8956,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",16.2291,22.4158,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",20.8349,27.0263,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","M",15.5505,27.8972,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",17.506,25.5042,"Unleaded Gasoline","PHOENIX",NA,NA,1978,"PONTIAC","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","M",14.6,21,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",12.7514,17.7838,"Unleaded Gasoline","FIREBIRD","(GM-CHEV)",NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",14.7,21,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",14.6347,20.7976,"Unleaded Gasoline","FIREBIRD","(GM-CHEV)",NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",15.0459,20.7243,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",16.2291,22.4158,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",14.2773,19.2428,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","M",13.757,18.6585,"Unleaded Gasoline","FIREBIRD","(GM-CHEV)",NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","M",15.9,24.8475,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",13.8464,18.9154,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",13.1988,18.8956,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",16.9,24.6499,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","M",12.1,16.5,"Unleaded Gasoline","FIREBIRD",NA,NA,1978,"PONTIAC","85","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.7,25.3,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",15.8752,22.5621,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.0056,23.9068,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","M",15.5505,27.8972,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",18.8202,27.3499,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",14.3537,20.6926,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.2,24.7,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.8,25.7,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",19.2794,26.6454,"Unleaded Gasoline","LEMANS",NA,NA,1978,"PONTIAC","96","17","102","17",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",15.7795,22.7422,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",18.8202,27.3499,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",16.2987,22.5965,"Unleaded Gasoline","LEMANS SAFARI WAGON","(GM-OLDS)",NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",13.1988,18.8956,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",16.2291,22.4158,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"8","A",12.7514,17.7838,"Unleaded Gasoline","LEMANS SAFARI WAGON","(GM-CHEV)",NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",15.8752,22.5621,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"101","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",14.1024,19.7368,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"6","A",15.0459,20.7243,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",16.8,24.3,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",14.3762,21.2344,"Unleaded Gasoline","PONTIAC","(GM-OLDS)",NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"6","A",16.9,24.6499,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",14.0308,19.07,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",15.9034,22.2711,"Unleaded Gasoline","PONTIAC","(GM-OLDS)",NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",15.253,21.606,"Unleaded Gasoline","PONTIAC","(GM-BUICK)",NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"6",NA,NA,"8","A",13.3545,19.338,"Unleaded Gasoline","PONTIAC",NA,NA,1978,"PONTIAC","107","20","111","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",14.1,19.7319,"Unleaded Gasoline","PONTIAC SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",15.0969,21.5887,"Unleaded Gasoline","PONTIAC SAFARI WAGON","(GM-OLDS)",NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",14.0305,19.0698,"Unleaded Gasoline","PONTIAC SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",13.8,20.3,"Unleaded Gasoline","PONTIAC SAFARI WAGON","(GM-OLDS)",NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",15.253,21.606,"Unleaded Gasoline","PONTIAC SAFARI WAGON","(GM-BUICK)",NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",14.7,20.9,"Unleaded Gasoline","PONTIAC SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"9",NA,NA,"8","A",13.3545,19.338,"Unleaded Gasoline","PONTIAC SAFARI WAGON",NA,NA,1978,"PONTIAC",NA,NA,"111","51",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",18.8202,27.3499,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","A",15.8752,22.5621,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.0056,23.9068,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",17.7,25.3,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"8","A",14.3537,20.6926,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"5",NA,NA,"6","M",15.5505,27.8972,"Unleaded Gasoline","GRAND PRIX",NA,NA,1978,"PONTIAC","94","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"6","M",11.3,22,"Leaded GasolineUnleaded Gasoline","911","(TURBO)",NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"6","M",14.6,24.6,"Unleaded Gasoline","911",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"6","M",15.2,26.6,"Unleaded Gasoline","911",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"6","M",11.2,22.1,"Leaded GasolineUnleaded Gasoline","911","(TURBO)",NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","M",19.9,30,"Unleaded Gasoline","924",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","A",18.6,26.2499,"Unleaded Gasoline","924",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
