"class","displ","trans","cyl","trans.dscr","cty","hwy","fl","model","eng.dscr","eng.dscr.1","year","manufacturer","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","T","G","drv","vpc","bidx","x5c","S","eng.dscr.2"
"1",NA,NA,"4","M",17.1,25.7,"Unleaded Gasoline","924",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","A",17,25.7,"Unleaded Gasoline","924",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"8","A",11.2,16.3,"Unleaded Gasoline","928",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,"74"," 8        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"8","A",11.2,16.3,"Unleaded Gasoline","928",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,"74"," 8        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"8","M",11.9,18.7,"Unleaded Gasoline","928",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,"74"," 8        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"8","M",11.9,18.7,"Unleaded Gasoline","928",NA,NA,1978,"PORSCHE",NA,NA,NA,NA,"74"," 8        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",25.2,36.8467,"Unleaded Gasoline","LE CAR",NA,NA,1978,"RENAULT",NA,NA,NA,NA,"74","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",26.0453,41.0998,"Leaded GasolineUnleaded Gasoline","LE CAR",NA,NA,1978,"RENAULT",NA,NA,NA,NA,"74","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",18.2499,34.5974,"Unleaded Gasoline","17 GORDINI",NA,NA,1978,"RENAULT","72","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",19.7,35.6121,"Leaded GasolineUnleaded Gasoline","17 GORDINI",NA,NA,1978,"RENAULT","72","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",10.2,13.4,"Unleaded Gasoline","ROLLS-ROYCE/BENTLEY",NA,NA,1978,"ROLLS-ROYCE/BENTLEY","79","11","93","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"8","A",9,11.6,"Unleaded Gasoline","ROLLS-ROYCE/BENTLEY",NA,NA,1978,"ROLLS-ROYCE/BENTLEY","79","11","93","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",9,11.6,"Unleaded Gasoline","CAMARGUE",NA,NA,1978,"ROLLS-ROYCE/BENTLEY","94","14",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"8","A",10.2,13.4,"Unleaded Gasoline","CAMARGUE",NA,NA,1978,"ROLLS-ROYCE/BENTLEY","94","14",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.3,28.7,"Leaded GasolineUnleaded Gasoline","99","(NO CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",22.2,29.7,"Unleaded Gasoline","99","(3WAY CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",18.5,23.9996,"Leaded GasolineUnleaded Gasoline","99","(NO CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.7,27.2,"Unleaded Gasoline","99","(3WAY CAT)","(TURBO)",1978,"SAAB","91","13",NA,NA,"89","21        ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",20.2,26.2,"Unleaded Gasoline","99","(3WAY CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",20.2,26.2,"Unleaded Gasoline","99","(3WAY CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.7,27.2,"Unleaded Gasoline","99","(3WAY CAT)","(TURBO)",1978,"SAAB","91","13",NA,NA,"89","21        ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",22.2,29.7,"Unleaded Gasoline","99","(3WAY CAT)",NA,1978,"SAAB","91","13",NA,NA,"89","21        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"8","A",9.7,14.7,"Unleaded Gasoline","EXCALIBUR",NA,NA,1978,"EXCALIBUR AUTOS","67","0",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",22.379,37.5431,"Leaded GasolineUnleaded Gasoline","SUBARU",NA,NA,1978,"SUBARU","71","11","74","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",31.4791,45.8084,"Leaded GasolineUnleaded Gasoline","SUBARU",NA,NA,1978,"SUBARU","71","11","74","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",25.9,33.1499,"Leaded GasolineUnleaded Gasoline","SUBARU",NA,NA,1978,"SUBARU","71","11","74","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","A",21.5,27.9,"Leaded GasolineUnleaded Gasoline","SUBARU",NA,NA,1978,"SUBARU","71","11","74","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",21.1666,32.614,"Leaded GasolineUnleaded Gasoline","SUBARU WAGON",NA,NA,1978,"SUBARU",NA,NA,"74","24",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",24.9,32.5493,"Leaded GasolineUnleaded Gasoline","SUBARU WAGON",NA,NA,1978,"SUBARU",NA,NA,"74","24",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",27.1777,37.4708,"Leaded GasolineUnleaded Gasoline","SUBARU WAGON",NA,NA,1978,"SUBARU",NA,NA,"74","24",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",21.1,26.7,"Leaded GasolineUnleaded Gasoline","SUBARU WAGON",NA,NA,1978,"SUBARU",NA,NA,"74","24",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"0",NA,NA,"4","M",26.2038,36.3315,"Leaded GasolineUnleaded Gasoline","BRAT",NA,NA,1978,"SUBARU",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"0",NA,NA,"4","M",20.1058,30.4855,"Leaded GasolineUnleaded Gasoline","BRAT",NA,NA,1978,"SUBARU",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",34.4897,45.9108,"Unleaded Gasoline","COROLLA",NA,NA,1978,"TOYOTA","75","9","78","9","75","12        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24.3922,33.8432,"Unleaded Gasoline","COROLLA",NA,NA,1978,"TOYOTA","75","9","78","9","75","12        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",23.2092,29.1788,"Unleaded Gasoline","COROLLA",NA,NA,1978,"TOYOTA","75","9","78","9","75","12        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",25.6764,31.881,"Unleaded Gasoline","COROLLA",NA,NA,1978,"TOYOTA","75","9","78","9","75","12        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",28.0887,37.6508,"Unleaded Gasoline","COROLLA",NA,NA,1978,"TOYOTA","75","9","78","9","75","12        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",25.6764,31.881,"Unleaded Gasoline","COROLLA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"74","31",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",28.0887,37.6508,"Unleaded Gasoline","COROLLA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"74","31",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",23.2092,29.1788,"Unleaded Gasoline","COROLLA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"74","31",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",24.3922,33.8432,"Unleaded Gasoline","COROLLA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"74","31",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",18.7,22.8,"Unleaded Gasoline","CORONA",NA,NA,1978,"TOYOTA","77","10","78","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",19,23.3,"Unleaded Gasoline","CORONA",NA,NA,1978,"TOYOTA","77","10","78","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",19.6,28.5,"Unleaded Gasoline","CORONA",NA,NA,1978,"TOYOTA","77","10","78","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",20.3,28.6,"Unleaded Gasoline","CORONA",NA,NA,1978,"TOYOTA","77","10","78","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",18.7,22.8,"Unleaded Gasoline","CORONA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"77","35",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",19,23.3,"Unleaded Gasoline","CORONA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"77","35",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",19.6,28.5,"Unleaded Gasoline","CORONA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"77","35",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",20.3,28.6,"Unleaded Gasoline","CORONA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"77","35",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",20.2,32.4884,"Unleaded Gasoline","CELICA",NA,NA,1978,"TOYOTA","80","9",NA,NA,"80","14        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",21.2,27.1,"Unleaded Gasoline","CELICA",NA,NA,1978,"TOYOTA","80","9",NA,NA,"80","14        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",21.8,26.8,"Unleaded Gasoline","CELICA",NA,NA,1978,"TOYOTA","80","9",NA,NA,"80","14        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",20.5,33.6996,"Unleaded Gasoline","CELICA",NA,NA,1978,"TOYOTA","80","9",NA,NA,"80","14        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",19.5744,26.8041,"Unleaded Gasoline","CRESSIDA",NA,NA,1978,"TOYOTA",NA,NA,"83","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"6","A",17.8,24.5,"Unleaded Gasoline","CRESSIDA",NA,NA,1978,"TOYOTA",NA,NA,"83","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","A",17.8,24.5,"Unleaded Gasoline","CRESSIDA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"84","36",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"6","A",19.5744,26.8041,"Unleaded Gasoline","CRESSIDA WAGON",NA,NA,1978,"TOYOTA",NA,NA,"84","36",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","M",19.7978,27.9451,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","A",19.7,25.9996,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"8","A",15,21.6995,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"8","M",15.5,25.5,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","M",18.687,26.2397,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"8","M",14.8,23.7996,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"8","A",14.3993,20.5,"Unleaded Gasoline","TR",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","M",22.1829,33.0248,"Unleaded Gasoline","SPITFIRE",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"4","M",20.7606,31.317,"Unleaded Gasoline","SPITFIRE",NA,NA,1978,"TRIUMPH",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"1",NA,NA,"6","M",17.2994,27.2499,"Unleaded Gasoline","TVR 3000M",NA,NA,1978,"TVR",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",22.7,31.4493,"Unleaded Gasoline","BEETLE CONVERTIBLE",NA,NA,1978,"VOLKSWAGEN","67","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"2",NA,NA,"4","M",21,29.6,"Leaded Gasoline","BEETLE CONVERTIBLE",NA,NA,1978,"VOLKSWAGEN","67","7",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24,36.3,"Unleaded Gasoline","RABBIT",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",26.1,39.9,"Unleaded Gasoline","RABBIT",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",39.66,52.8731,"9","RABBIT","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24.8,37.6,"Leaded Gasoline","RABBIT",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",22.1,31.8,"Leaded Gasoline","RABBIT",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",23.2,32.2,"Unleaded Gasoline","RABBIT",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",39.6719,52.8875,"9","RABBIT","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"80","15        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",35.3,47.1,"9","DASHER","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",23.3,37.2,"Leaded Gasoline","DASHER",NA,NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",22.1,29.9,"Unleaded Gasoline","DASHER",NA,NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",22.2,35.2,"Unleaded Gasoline","DASHER",NA,NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",20.2,29.2,"Leaded Gasoline","DASHER",NA,NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",35.3,47.1,"9","DASHER","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,"84","12","83","18        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",35.3,47.1,"9","DASHER WAGON","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",35.3,47.1,"9","DASHER WAGON","(DIESEL)",NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",20.2,29.2,"Leaded Gasoline","DASHER WAGON",NA,NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","A",22.1,29.9,"Unleaded Gasoline","DASHER WAGON",NA,NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",22.2,35.2,"Unleaded Gasoline","DASHER WAGON",NA,NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"7",NA,NA,"4","M",23.3,37.2,"Leaded Gasoline","DASHER WAGON",NA,NA,1978,"VOLKSWAGEN",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24,36.3,"Unleaded Gasoline","SCIROCCO",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"74","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",22.1,31.8,"Leaded Gasoline","SCIROCCO",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"74","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","A",23.2,32.2,"Unleaded Gasoline","SCIROCCO",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"74","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"3",NA,NA,"4","M",24.8,37.6,"Leaded Gasoline","SCIROCCO",NA,NA,1978,"VOLKSWAGEN",NA,NA,NA,NA,"74","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","M",19.2,30.6,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",17.2,22.7,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","M",18.0042,28.7616,"Unleaded Gasoline","VOLVO STATION WAGON",NA,NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","A",18.9,24.5,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","A",18.3,23.8,"Unleaded Gasoline","VOLVO STATION WAGON",NA,NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","M",15.9,26.6,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",16.2,22.3,"Unleaded Gasoline","VOLVO STATION WAGON",NA,NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","M",19.2,30.6,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"4","A",18.9,24.5,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","M",15.9,26.6,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","M",15,26.8,"Unleaded Gasoline","VOLVO STATION WAGON",NA,NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"8",NA,NA,"6","A",17.2,22.7,"Unleaded Gasoline","VOLVO STATION WAGON","(3WAY CAT)",NA,1978,"VOLVO",NA,NA,"89","42",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",19.9932,25.389,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","A",19.6705,25.1304,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.4942,28.8552,"Unleaded Gasoline","VOLVO SEDAN",NA,NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",17.2,22.7,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.888,31.0368,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"4","M",19.6201,31.2851,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","M",15,26.8,"Unleaded Gasoline","VOLVO SEDAN",NA,NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
"4",NA,NA,"6","A",17.2,22.7,"Unleaded Gasoline","VOLVO SEDAN","(3WAY CAT)",NA,1978,"VOLVO","89","14","89","14",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
